word,ham_prob,spam_prob
buy.,0.00177,0.0
buy...,0.00028,0.0
buy:),0.00028,0.0
buy?,0.00052,0.0
buyer,0.0006,0.0
buyers.,0.00028,0.0
buying,0.0039,0.00064
buying...,0.00028,0.0
buying?,0.00048,0.0
buz,0.00024,0.0
buzy,0.00068,0.0
buzy�.i,4e-05,0.0
buzz,0.00165,0.0
buzz!,0.00024,0.0
buzzzz!,0.00028,0.0
bvn,0.0,0.00011
bw,0.00028,0.0
bwahahahaha,0.00024,0.0
bx,0.0,0.00064
bx420-ip4-5we.,0.0,0.00236
bx420.,0.0,0.00258
bx526,0.0,0.00075
by,0.09214,0.07207
by!,0.00072,0.0
"by,",0.00145,0.0
"by,amee!",0.00024,0.0
by.,0.00193,0.0
by18th,8e-05,0.0
by3:30pm,8e-05,0.0
by5.30pm,8e-05,0.0
by?,0.00024,0.0
byatch,0.00028,0.0
byc3,0.0,0.00021
bye,0.00052,0.0
bye.,0.00052,0.0
bye...am,8e-05,0.0
bypas,0.00024,0.0
bypassed,0.00048,0.0
byta,0.00024,0.0
byu's,0.00024,0.0
byleafcutter,0.00028,0.0
bday,0.00052,0.0
b‘ham.,0.00024,0.0
c,0.01651,0.01386
c!,0.00048,0.0
"c'mon,",0.00024,0.0
c's,0.0,0.00226
"c's""",0.0,0.00011
c's.,0.0,0.0014
c),0.0,0.00064
c-in,0.00024,0.0
c-red,0.0,0.00064
c.,0.0,0.00064
c...,0.00048,0.0
c.a.l.l,8e-05,0.0
c.actor.,0.0,0.00021
c.limicious?.,0.00016,0.0
c140523.1319.320003,0.0,0.00021
c52.,0.0,0.0015
ca,0.00024,0.0
ca.,0.00024,0.0
cab,0.00092,0.0
cabin,0.00185,0.0
cable,0.00309,0.0
cable.,0.00024,0.0
cables,0.0,0.00043
cac,0.0,0.00021
cache,0.00048,0.0
cackle,0.00024,0.0
cacsa,0.00032,0.0
cadbury,0.0,0.00118
cafe,0.00125,0.0
cage,0.00044,0.0
cage?,8e-05,0.0
cages?,0.00024,0.0
cajon,0.00024,0.0
cake,0.00145,0.0
cake...n,0.0012,0.0
cakes.,0.00024,0.0
cakey,8e-05,0.0
cal,0.00221,0.0
cal-07039027613.tkp,0.00016,0.0
cal.,0.00052,0.0
cal...watsup,0.00016,0.0
cal;l,0.0,0.00064
calabar,0.0,0.00021
calcium,0.00072,0.0
calcula8,8e-05,0.0
calculaor,8e-05,0.0
calculate,0.0004,0.00215
calculated,0.00024,0.0
calculation,0.00056,0.00043
calculation.,0.00024,0.0
caleb08xxxxxx00,0.00016,0.0
caled,0.00016,0.0
calendar,0.00104,0.0
"calendar,",0.00024,0.0
calendars.,0.00024,0.0
calender,0.0,0.00064
cali,0.00024,0.0
cali's,0.00028,0.0
calibration,0.00024,0.0
calicut,0.00056,0.0
calicut?,0.00028,0.0
california,0.00052,0.0
california.,0.00056,0.0
calipers,0.00024,0.0
calipers?,0.00024,0.0
call,0.08941,0.35188
call!,0.00024,0.00043
"call,",0.00024,0.0
"call,coz",0.00048,0.0
call.,0.00345,0.00161
call.drove,0.00024,0.0
call.i'm,0.00016,0.0
call.urgent.,0.00024,0.0
call09050000327,0.0,0.00054
call09050000327.,0.0,0.00054
call2optout/!yhl,0.0,0.00064
call2optout/4qf2,0.0,0.00064
call2optout/674,0.0,0.00064
call2optout/674&,0.0,0.00075
call2optout/f4q=,0.0,0.00054
call2optout/hf8,0.0,0.00064
call2optout/j,0.0,0.00064
call2optout/lf56,0.0,0.0015
call2optout/n9dx,0.0,0.00118
call2optout=j5q,0.0,0.00075
call:,0.0,0.0015
call;,0.00028,0.0
call?,0.00024,0.0
call?wanted,8e-05,0.0
call@n100,0.0,0.00107
callback,0.0,0.00269
callcost,0.0,0.0014
calld,0.00064,0.0
called,0.01362,0.0043
called.,0.0006,0.0
caller,0.00044,0.01106
caller-tunes.,8e-05,0.0
callerfeel.,0.00016,0.00021
callers,0.00016,0.00451
callers.,0.00205,0.0
callers...,0.0,0.00021
callers.for,0.0,0.00043
callertune,0.00426,0.0015
callertune!,0.0,0.00086
callertune.,0.0,0.00107
callertunez,8e-05,0.00064
callertunez!,0.0,0.00043
callertunez.,0.0,0.0015
callertunez.text,0.0,0.00043
callertunez.to,0.0,0.00043
callfreefone,0.0,0.00172
callin,0.0008,0.0
callin.i,8e-05,0.0
calling,0.00538,0.00269
calling!,0.0,0.00226
calling.,0.00064,0.0
calling.forgot,0.00024,0.0
calllertune,0.0,0.00021
callon,0.00028,0.0
calls,0.00835,0.01579
calls!,0.0,0.00236
"calls,",0.00096,0.0
calls.,0.00173,0.0029
calls..just,4e-05,0.0
calls..messages..missed,0.00096,0.0
calls..messages..only,4e-05,0.0
calls.for,0.00048,0.00064
calls.thanks,0.0,0.00021
calls1.50ppm,0.0,0.00075
calls£1/minmobsmore,0.0,0.00075
calls£1/minmobsmorelkpobox177hp51fl,0.0,0.0015
calls£1/minmoremobsemspobox45po139wa,0.0,0.0015
calm,0.00104,0.00032
calmed,0.00024,0.0
calnumber,0.0,0.00011
calorie,0.0004,0.0
calumniator,0.00016,0.0
calvary,0.00016,0.0
calvin,0.00024,0.0
cam,0.0006,0.00161
cambridge,0.00024,0.0
camcord,0.0,0.00011
camcorder,0.00024,0.00784
camcorder.,0.0,0.0014
camcorder?,0.0,0.00311
came,0.01691,0.00086
came!,0.00028,0.0
came.,0.00024,0.0
camels?,0.00024,0.0
camera,0.00627,0.02137
camera!,0.0,0.00516
camera.,0.00064,0.00086
camera/video,0.0,0.0015
cameron,0.00024,0.0
camp,0.00173,0.0
camp.i'll,8e-05,0.0
campaign,0.00024,0.00021
campaign.,0.00024,0.0
camper,0.00024,0.0
camper.,0.00024,0.0
campground,0.00024,0.0
camping.,0.00024,0.0
campostella.,8e-05,0.0
camps,0.00024,0.0
campus,0.00321,0.0
campus.,0.0012,0.0
campus...,8e-05,0.0
campus?,0.00028,0.0
camry,0.00028,0.0
cams.,0.00024,0.0
can,0.2281,0.05124
can't,0.04591,0.00129
can't.,0.00032,0.0
"can,",0.00048,0.0
can.,0.00418,0.0
can...,0.00241,0.0
can.dont,0.00028,0.0
can?,0.00084,0.0
canada,0.00153,0.0
canada!,0.00024,0.0
canada),0.0,0.00011
"canada,",0.00024,0.0
canada...wish,4e-05,0.0
canadian,0.00024,0.0
canadian.,0.00024,0.0
canal.,0.00056,0.0
canary,0.0,0.0015
cancel,0.00129,0.00591
cancel:,0.0,0.00236
cancel?,0.00024,0.0
canceled,0.00056,0.0
cancelled,0.00125,0.0
cancelled!,0.0,0.00118
cancelled.,8e-05,0.0
cancer,0.00056,0.00129
cancer.,0.00112,0.0
cancer?,0.0,0.00043
cancleled,0.0,0.00021
candidate,0.00016,0.00021
"candidate,",0.00024,0.0
candidates.,0.00024,0.0
candle,0.00024,0.0
candy,0.0008,0.0
cane,8e-05,0.0
canio,0.0,0.00064
canister.,0.00024,0.0
canlove,0.00024,0.0
cann't,0.0008,0.0
canname,0.0,0.00075
cannibalistic,0.00024,0.0
canning,0.00096,0.0
cannons,0.00024,0.0
cannot,0.00265,0.00516
cannot.,0.00024,0.0
cannot?,0.00028,0.0
cannt,8e-05,0.0
cans,0.00048,0.0
cans.,0.00024,0.0
cant,0.02575,0.0043
cant.,0.00024,0.0
cantdo,0.00028,0.0
canteen,0.00028,0.0
canvas,0.00024,0.0
cant,0.00028,0.0
can‘t,0.00028,0.0
can’t,0.00088,0.0
cap,0.00024,0.0
capabilities,0.00024,0.0
capable,0.00201,0.00021
capable.,0.00024,0.0
capacities,0.00024,0.0
capacity,0.00028,0.0
capacity.,0.00024,0.0
cape,0.00024,0.0
caper?,0.00024,0.0
capital,0.00024,0.00075
capitalizes,0.0,0.00064
cappuccino,0.00028,0.0
cappuccino*,4e-05,0.0
caprice,0.00016,0.0
caps.,0.00024,0.0
captain,0.00084,0.00064
captaining,0.00028,0.0
capture,0.00048,0.0
captured.,0.0,0.00086
car,0.02169,0.00473
car's,0.00048,0.0
"car,",0.00096,0.0
"car,that",0.00024,0.0
car-save.co.uk/quote,0.0,0.00118
car.,0.00193,0.0
car...,0.00056,0.0
car..ente,0.00024,0.0
car.so,0.00028,0.0
car?,0.00052,0.00064
caramel,0.00024,0.0
caramel!,0.00024,0.0
carbofast,0.00024,0.0
"carbohydrates,",0.00024,0.0
carbon,0.00538,0.0
"carbon,",0.00048,0.0
carbon.,0.00048,0.0
carbon?,0.00024,0.0
carcinogenic.,0.00024,0.0
card,0.00719,0.0073
card!,0.00024,0.00118
card.,0.00108,0.00086
card.197793477338,0.00032,0.0
card/income,0.0,0.00011
card?,0.00016,0.0
cardboard,0.00024,0.0
cardiff,0.0008,0.0
cardin,0.00028,0.0
carding,8e-05,0.0
cardio,0.00024,0.0
cards,0.0006,0.0
"cards,",0.00024,0.0
cards.,0.00048,0.0
care,0.01856,0.00677
care!,0.00052,0.0
"care,",0.00024,0.0
"care,whoever",0.00024,0.0
care.,0.0049,0.0
care..,0.00024,0.0
care..:-),0.00028,0.0
care..swt,0.00052,0.0
care.insha,0.00028,0.0
care.umma,0.00028,0.0
care:,0.0,0.00086
care:-),0.00028,0.0
careabout,0.00028,0.0
cared,0.00076,0.0
career,0.00088,0.00075
career.,8e-05,0.0
careers.,0.00024,0.0
carefrom:,0.00016,0.0
careful,0.00213,0.0015
careful!,0.0,0.0015
carefull,0.00024,0.0
carefully,0.00048,0.0
carefully:,0.00108,0.0
carefully?,0.00024,0.0
careless,0.0,0.00021
careless.,0.00028,0.0
cares,0.001,0.0
cares!,0.00024,0.0
cares?,0.00024,0.0
caresproxil,0.0,0.00021
care�.keep,4e-05,0.0
cargo,0.00024,0.0
caribbean,0.0,0.0014
caring,0.001,0.0
carla!,0.00024,0.0
carles,0.0,0.00064
carlie,0.0,0.00075
carlin,0.00028,0.0
carlo,0.0,0.00064
carlo!,0.00024,0.0
carlos,0.00414,0.0
carlos'll,0.00024,0.0
carly,0.0008,0.0
carnival,0.0,0.00021
carol,0.0,0.00021
carolina,0.00052,0.0
caroline,0.00024,0.0
caroline!,0.00024,0.0
"caroline,",0.00024,0.0
carolyn,0.00024,0.0
carpark.,0.00024,0.0
carriage.,0.00024,0.0
carrier,0.00506,0.00021
"carrier,",0.0012,0.0
carrier.,0.00048,0.0
carriers,0.00096,0.0
"carriers,",0.00024,0.0
carrots,0.00024,0.0
carry,0.00317,0.00021
"carry,",0.00024,0.0
carry.,0.00024,0.0
carryin,0.00028,0.0
carrying,0.0008,0.0
carryover,8e-05,0.0
cars,0.00281,0.00021
cars+270,0.0,0.00021
"cars,",0.00024,0.0
cars.,0.00129,0.0
cars?,0.00024,0.0
carseat,0.00024,0.0
cartels,0.00024,0.0
carton.,0.00024,0.0
cartons,0.00028,0.0
cartoon,0.00153,0.0
cartridge,0.00024,0.0
cartridges,0.00044,0.0
carts,0.00024,0.0
carve,0.00024,0.0
carving,0.00024,0.0
case,0.0188,0.00043
"case,",0.00217,0.0
case.,0.00462,0.0
case...,0.00028,0.0
case?,0.00145,0.0
cased,0.00024,0.0
casein,0.00024,0.0
cases,0.00305,0.0
"cases,",0.00048,0.0
cases.,0.00048,0.0
cash,0.00494,0.05124
cash!,0.0,0.00322
cash!only,0.0,0.00021
cash+78,0.0,0.00021
cash-balance,0.0,0.00505
cash-in,0.0,0.00505
cash.,0.00088,0.00269
cashback,0.0,0.00269
cashbin.co.uk,0.0,0.00075
cashed,0.00028,0.0
cashto,0.0,0.0014
casing,0.00028,0.0
casino,0.0,0.00419
casino!,0.0,0.0015
cassava,0.0,0.00021
cassava?,0.0,0.00021
casserole,0.00024,0.0
cast,0.00024,0.00075
casting,0.00052,0.0
castle,8e-05,0.0
castle.,0.00024,0.0
castor?,0.00048,0.0
casual,0.00048,0.0
casualty,0.00048,0.0
cat,0.00313,0.0
cat!,0.00024,0.0
cat.,0.00024,0.0
catalog,0.00024,0.0
catalogue,0.00024,0.0
catalyst,0.00024,0.0
catch,0.0053,0.0015
catches,0.00052,0.0
catching,0.00141,0.0
catchup?,0.00044,0.0
categories,0.00028,0.0
caterpillar,0.00024,0.0
cathe,0.00024,0.0
cathedral,0.00024,0.0
"cathedral,",0.00024,0.0
"catherine,",0.00024,0.0
catholic,0.0,0.00021
catholic?,8e-05,0.0
cats,0.00024,0.0
cattermole,0.0,0.00064
cattle,0.0,0.00021
caught,0.00333,0.0
causality,0.00024,0.0
cause,0.01084,0.00043
cause.,0.00048,0.0
caused,0.00096,0.00064
causes,0.00096,0.0
causing,0.00229,0.0
caustic?,8e-05,0.0
caution,0.00048,0.0
cautious,0.00024,0.0
cave,0.00024,0.0
"cave"".",0.00044,0.0
caveboy,0.00024,0.0
cavities,0.00024,0.0
cb,0.00024,0.0
cbe,0.00112,0.0
cbe.,0.00052,0.0
cc,0.00048,0.00075
cc100p/min,0.0,0.00075
cc:,0.0,0.00354
ccc,0.00024,0.0
ccna,0.00028,0.0
cd,0.00028,0.00569
cdgt,0.0,0.00161
cdma,0.00048,0.0
cdma.,0.00024,0.0
cds,0.0,0.00365
ce,0.00024,0.0
cease,0.00048,0.0
cedar,0.00024,0.0
ceiling.,0.00028,0.0
cel,0.00024,0.0
celeb!,0.0,0.00075
celeb!4,0.0,0.00129
celebrate,0.00249,0.00258
celebrate.,0.00052,0.0
celebrated,0.00028,0.0
celebratin,8e-05,0.0
celebrating,0.0004,0.0
celebration,0.00133,0.0
celebration!,0.0,0.00021
celebration.,0.00024,0.0
celebrations,0.00032,0.0
celebrities,0.00016,0.00129
celebrity,0.0004,0.00129
celest,0.00024,0.0
celeste,0.00072,0.0
cell,0.00229,0.0
cell?,0.00028,0.0
cells,0.0,0.00021
cem,8e-05,0.0
cemetine,8e-05,0.0
censorship,0.00024,0.0
censorship.,0.00024,0.0
census.,0.00028,0.0
centenary,0.0,0.00516
centenary.enter,0.0,0.00021
center,0.00329,0.00172
center!,0.00024,0.0
"center,",0.00024,0.0
center.,0.00032,0.0
center.pls,8e-05,0.0
center?,0.00024,0.0
centers,0.00044,0.00011
centr,8e-05,0.0
central,0.00108,0.00011
centre,0.00193,0.00054
centre/abe.,0.00016,0.0
centre@gate.shalom!,0.00016,0.0
centre�.i,4e-05,0.0
cents,0.0,0.00021
cents.,0.00024,0.0
century,0.00028,0.0
ceo!,0.00024,0.0
cer,0.00024,0.0
cereals.,0.00028,0.0
cerebral,0.00024,0.0
ceremonial,8e-05,0.0
ceremonies,8e-05,0.0
ceremony.,8e-05,0.0
ceri,0.00028,0.0
certain,0.00225,0.0
certainly,0.00462,0.0
certificate,0.00052,0.0
certificates.mon;awareness,0.0,0.00021
certificatn,0.00016,0.0
certified,0.00056,0.0
ceter,0.00016,0.0
cgi.,0.00024,0.0
cgpa,8e-05,0.0
cha,0.00028,0.00129
cha.,0.0012,0.0
chachi,0.00028,0.0
chad,0.00024,0.0
chaeto,0.00024,0.0
chain,0.00157,0.0
chain.,0.00048,0.0
chains,0.00044,0.0
chair,0.00044,0.0
chairman,0.00032,0.0
chairman's,8e-05,0.0
chairs,0.00048,0.0
chalice,0.00024,0.0
chalk,0.00024,0.0
challenge,0.00044,0.00183
challenge!!,8e-05,0.0
challenge.,0.0,0.00064
challenge?,0.00028,0.0
challenges,0.00056,0.00097
challenges.ds,8e-05,0.0
challenging,0.00048,0.0
chamber.,0.00024,0.0
champ,0.00076,0.0
champion,0.00024,0.00064
champions,0.00024,0.00107
champions.,0.0,0.00043
"championship,",0.00024,0.0
champlaxigating,0.00028,0.0
champneys.,0.0,0.00064
chance,0.00462,0.02137
chance!,0.0,0.00387
chance.,0.00068,0.00086
chance?,8e-05,0.0
chances,0.0008,0.00204
change,0.01751,0.00183
"change,",0.00024,0.0
change.,0.00084,0.0
change;,0.0,0.00064
changed,0.00494,0.0
changed!,0.0,0.00064
changed.,0.00076,0.0
changes,0.00277,0.0
changing,0.00325,0.00064
changing.,0.00016,0.0
channel,0.0,0.00064
channel.,0.00024,0.0
channel:-):-):):-).,0.00028,0.0
channels,0.00024,0.00011
channels.,0.0,0.00021
chante,0.0,0.00021
chaos,0.00072,0.0
chaotic,0.0,0.00021
chaotic.,0.00024,0.0
chapel,0.00076,0.0
chaps,8e-05,0.00064
chapter,0.00028,0.0
character,0.00173,0.00236
character.,0.00024,0.0
character?,0.00028,0.0
characters,0.00024,0.0
"characters,",0.00024,0.0
characters...,0.00028,0.0
charcoal,0.00024,0.0
charge,0.00514,0.00365
charge),0.0,0.0014
"charge,",0.00024,0.0
charge.,0.00116,0.00526
charged,0.00048,0.0102
charged.,0.00024,0.00161
charged?,0.00024,0.0
charged@150p/msg.2,0.0,0.00064
charger,0.00217,0.0
charger.,0.00072,0.0
charger?,0.00024,0.0
chargers,0.00024,0.0
"chargers,",0.00024,0.0
charges,0.00165,0.00516
charges.,0.0,0.00021
charging,0.00088,0.00043
"charging,",0.00024,0.0
charging?,0.00024,0.0
charity,0.0,0.00516
charity.,0.0,0.0014
charles,0.00048,0.0
charlie,0.00048,0.0
charlie.,0.00024,0.0
charlotte,8e-05,0.0
charming,0.00032,0.00043
chart,0.0,0.0014
chartered,0.0,0.00021
charts,0.0,0.00075
chase,0.00056,0.00043
chasing,0.00052,0.00075
chassis,0.00265,0.0
chastity,0.00028,0.0
chat,0.00406,0.03416
chat!,0.0,0.00183
chat.,0.00028,0.00118
"chat.""",0.00024,0.0
chat..,0.00028,0.0
chat...,0.00028,0.0
chat80155,0.0,0.00064
chat?im,0.0,0.00075
"chating,",0.00024,0.0
chatlines,0.0,0.0014
chato,0.00024,0.0
chatter!,0.0,0.00064
chatting,0.0006,0.00043
chatting!,0.0,0.00064
chatting.,0.0,0.00064
chaz,0.0,0.00021
chch,0.00016,0.0
chd,0.0,0.00011
che,0.0,0.00043
che.,0.00024,0.0
cheap,0.00289,0.00269
cheap!,0.00028,0.0
"cheap,",0.00048,0.0
cheap:-),0.00028,0.0
cheaper,0.00309,0.0014
cheaper!,0.00024,0.0
cheaper.,0.00076,0.0
cheapest,0.00032,0.0
cheapo,0.00024,0.0
cheat,0.00056,0.0
cheating,0.00032,0.0
cheating.,0.00056,0.0
cheato,0.00032,0.0
cheato.,0.00024,0.0
chechi,0.00028,0.0
chechi.,0.00104,0.0
check,0.02462,0.01053
check!,0.0,0.00118
check.,0.00108,0.0
check?,0.00028,0.0
checkboxes,0.00024,0.0
checked,0.00598,0.0
checkering,0.00024,0.0
checkin,0.00028,0.0
checking,0.00398,0.0
checkup,0.00028,0.00011
"cheddar,",0.00024,0.0
cheek,0.00028,0.0
cheer,0.00056,0.00043
cheered,0.00028,0.0
cheering,0.00024,0.0
"cheerios,",0.00024,0.0
cheers,0.00237,0.0
cheers!,0.0,0.00021
"cheers,",0.00024,0.0
cheers.,0.00092,0.0
cheery,0.00024,0.0
cheese,0.0006,0.0
cheese!,0.00024,0.0
cheese.,0.00052,0.0
cheesy,0.00052,0.0
cheetos,0.00024,0.0
chef,0.00028,0.0
chelsea,8e-05,0.00172
chelsea's,0.0,0.00064
chelsea.,0.0,0.00021
chemi,0.00024,0.0
chemical,0.00024,0.0
chemical/herbal/odorless,0.0,0.00011
chemicaled,0.00024,0.0
chemicals,0.00024,0.0
chemipure,0.00024,0.0
"cheney,",0.00024,0.0
chennai,0.00225,0.0
chennai.,0.00028,0.0
chennai:),0.00028,0.0
chennai:)because,0.00028,0.0
chennai:)i,0.00028,0.0
chennai:-),0.00052,0.0
chennai?,0.00028,0.0
cheque,8e-05,0.00011
cheque.,0.00028,0.0
cheques,8e-05,0.0
cherish,0.00052,0.0
cherished,8e-05,0.0
cherthala.in,0.0002,0.0
cheryl!,8e-05,0.0
chess,0.00076,0.0
chest,0.00104,0.0
chevrolet,0.0,0.00011
chevron,0.00024,0.0
chevrons,0.00024,0.0
chew,0.00048,0.0
chex,0.00024,0.0
cheyyamo?and,0.00028,0.0
chez,0.00028,0.0
chg,0.0,0.00064
chgs,0.0,0.00129
chic.,0.00052,0.0
chicago,0.00032,0.0
chichi,0.00016,0.0
chick,0.001,0.0
chicken,0.00129,0.0
chickened,0.00028,0.0
chief,0.00125,0.0
chief's,0.00024,0.0
chief.,0.00096,0.0
chik.,0.0,0.00075
chikku,0.00241,0.0
chikku..,0.00028,0.0
chikku..:-),0.00028,0.0
chikku..ali,0.00024,0.0
chikku..going,0.00028,0.0
chikku..il,0.0002,0.0
chikku..k,0.00028,0.0
chikku..simple,0.00028,0.0
chikku..wat,0.00028,0.0
chikku:-),0.00028,0.0
chikku:-):-db-),0.00024,0.0
chikku:-);-)b-),0.00024,0.0
child,0.00257,0.00204
child!,0.00024,0.0
child's,0.00028,0.0
child.,0.00024,0.0
childish,0.00092,0.0
childporn,0.00052,0.0
children,0.00217,0.00215
children.,0.00096,0.00021
childs,0.00024,0.0
chile,0.00024,0.0
chill,0.00161,0.0
chillax,8e-05,0.0
chillaxin,0.00028,0.0
chiller,0.00072,0.0
chiller.,0.00048,0.0
chillers,0.00024,0.0
chillin,0.00076,0.0
chima,0.0,0.00043
chime,0.00048,0.0
chiming,0.00024,0.0
china,0.00129,0.0
"china,",0.00024,0.0
china.,0.00125,0.0
chinatown,0.00024,0.0
chinchillas,0.00028,0.0
chinese,0.00177,0.0
chinese.,0.00028,0.0
chinky,0.00028,0.0
chintzy,0.00024,0.0
chiong,0.00028,0.0
chip,0.0012,0.0
chips,0.00024,0.00118
chiseled.,0.00024,0.0
chit-chat,0.0,0.00075
chk,0.00024,0.0
chkn,8e-05,0.0
chloe,0.00024,0.00075
chm,0.00032,0.0
chocolate,0.001,0.0
chocolate!,0.0,0.00118
choice,0.00289,0.0015
choice.,0.00072,0.00075
choices,0.00125,0.00021
choices!,0.00048,0.0
choices.,0.00024,0.0
choir,0.0,0.00021
choir-drama,8e-05,0.0
chokegate.,0.00024,0.0
cholera,8e-05,0.0
choo,0.0,0.00118
choose,0.0045,0.00677
choose.,0.0,0.00064
choosing,0.00092,0.0
choosy,0.00024,0.0
chop,0.00068,0.0
"chopped,",0.00024,0.0
chords,0.00028,0.0
chores,0.00048,0.0
chorus,0.00024,0.0
chose,0.00096,0.00172
chosen,0.00024,0.00838
chosen!,0.0,0.00118
chosing,0.00048,0.0
chowk,0.0,0.00011
chrgd@50p,0.0,0.00075
chris,0.00024,0.00086
chris?,0.00024,0.0
christ,0.00129,0.00043
christ?,8e-05,0.0
christembasy-,8e-05,0.0
christian,0.00056,0.00086
"christian,",0.00024,0.0
christian.,0.00048,0.0
christians,0.00072,0.0
christina!,0.00024,0.0
christina.,0.00024,0.0
christmas,0.0045,0.00183
christmas!,0.0002,0.0
christmas!merry,0.0002,0.0
"christmas""""",0.0,0.00021
christmas.,0.00096,0.00043
christmas...,0.00024,0.0
christmas.may,8e-05,0.0
christmas341-happy,0.0,0.00021
christmassy,0.00024,0.0
christy!,0.00024,0.0
chromatin,0.00024,0.0
chrome,0.00024,0.0
chuck.:-),0.00024,0.0
chuckin,0.00028,0.0
chucks,0.00032,0.0
chuks,0.0,0.00021
chukwu371-the,0.0,0.00043
church,0.00261,0.0
church.,0.00088,0.0
church..,0.00064,0.0
church?,8e-05,0.0
churches,0.00024,0.0
ciaa,0.00024,0.0
ciaa.,0.00024,0.0
ciao!,0.00024,0.0
cibc,0.0,0.00021
cigarettes,0.00024,0.0
cindy,8e-05,0.0
cindy.,8e-05,0.0
cine,0.00177,0.0
cine...,0.00028,0.0
cinema,0.0008,0.00505
cinema.,0.00028,0.0
cinema?,0.00028,0.0
cinemas,0.0,0.00021
cinex,0.00024,0.0
cinnamon,0.00072,0.0
cinnamons,0.00048,0.0
cinnamons?,0.00024,0.0
cinny,0.00024,0.0
cinny.,0.00024,0.0
cinnys,0.00048,0.0
cipla,0.0,0.00021
circadian,0.00024,0.0
circle,0.00024,0.0
circle.,0.0,0.00043
circuit,8e-05,0.0
circul8,8e-05,0.0
circular,0.00032,0.0
circulated,0.00024,0.0
circulation,0.00024,0.0
circumstances,0.0004,0.00064
circumstances.,0.00048,0.0
circus,0.00024,0.0
circuses,0.00024,0.0
cisse,8e-05,0.0
citation.,0.00024,0.0
cites,0.00024,0.0
cities,0.00024,0.0
citizen,0.00129,0.0
citizens,0.0,0.00011
city,0.00153,0.00483
"city,",0.00048,0.0
city.,0.0006,0.0
city.dial,0.0,0.00129
citylink,0.00028,0.0
civic,0.00024,0.0
civil,0.00193,0.0
civilized,0.00024,0.0
civvies,0.00024,0.0
cj,0.00048,0.0
cl.,0.00028,0.0
claim,0.00112,0.11149
claim!,0.00024,0.0
claim.,0.0,0.0072
claim:,0.0,0.00236
claimcode,0.0,0.00064
claime.,0.0,0.00011
claimed,0.00044,0.00064
claimed.,0.00024,0.00011
claiming,0.00024,0.0
claims,0.00024,0.00258
claire,0.00028,0.0015
clam,0.00024,0.0
clams,8e-05,0.0
clarification,0.00052,0.0
clarification!,0.00024,0.0
clarification.,0.00048,0.0
clarifications,8e-05,0.0
clarify,0.00028,0.0
clarifying,8e-05,0.0
clarity,0.0,0.00021
clark's,0.00024,0.0
claro,0.0,0.00107
clas..,0.00028,0.0
clash...,0.00028,0.0
clasp.,0.00032,0.0
clasps.,0.00024,0.0
class,0.01008,0.0015
class.,0.00454,0.0
class..:-),0.00016,0.0
class:-),0.00028,0.0
class?,0.00052,0.0
classes,0.00056,0.0
classic,0.00072,0.00075
"classic,",0.00048,0.0
classified,0.00024,0.0
classmates,0.00024,0.0
classmates?,0.00028,0.0
classy,0.00024,0.0
classy's,0.00048,0.0
claypot,0.00024,0.0
cld,0.00064,0.0
clean,0.00554,0.00236
clean!,0.00024,0.0
clean.,0.0012,0.0
clean...,0.00024,0.0
cleaned,0.00024,0.0
"cleaned,",0.00024,0.0
cleaner,0.00072,0.0
cleaner.,0.00032,0.0
cleaness,0.00024,0.0
cleaning,0.00366,0.0
cleaning.,8e-05,0.0
cleans,0.00024,0.0
cleanup,0.00024,0.0
clear,0.0047,0.00032
"clear,",0.00024,0.0
clear.,0.00072,0.00043
cleared,0.0008,0.0
clearer,0.00024,0.0
clearer..,0.00028,0.0
clearing,0.00104,0.0
clearly,0.00157,0.0
clearly.,0.00076,0.0
clears,0.00024,0.0
cleet,0.00024,0.0
clerk,0.0004,0.0
clerks,0.00024,0.0
clever,0.00056,0.0
clic,0.00201,0.0
cliche,0.00024,0.0
click,0.00474,0.01203
click:,0.0,0.00021
clicked,0.00048,0.0
clicking,0.00048,0.0
clicks,0.00024,0.0
clicks.,0.00024,0.0
client,8e-05,0.00021
client.hiring,0.0,0.00011
clients,0.00088,0.0
clients.,0.00024,0.0
cliff,0.00028,0.0
cliffs,0.00028,0.0
climate,0.00024,0.0
climb,0.00024,0.00043
climbed,0.00024,0.0
climbing,0.00056,0.0
climbing.,0.00024,0.0
climbs,8e-05,0.0
clinic.,0.00032,0.0
clinical,0.00024,0.0
clinton,8e-05,0.00021
clip,0.0,0.00075
cliq,0.0,0.00064
cliq!,0.00032,0.00129
clm,0.0,0.00021
clock,0.00177,0.00021
clock.,0.00056,0.00011
clock...,8e-05,0.0
clocked,0.00024,0.0
clocks,0.00048,0.0
clockspring,0.00024,0.0
clockwise,0.00024,0.0
clogs,0.00024,0.0
clorox!,0.00024,0.0
clos,8e-05,0.0
clos1,0.00076,0.0
close,0.01032,0.00129
close!,0.00024,0.0
"close,",0.00024,0.0
close.,0.00024,0.0014
close?,0.0002,0.0
closeby,0.00024,0.0
closed,0.00125,0.0
"closed,including",0.00096,0.0
closed.,0.00028,0.0
closeness,0.00024,0.0
closer,0.00193,0.0
closer..,0.00024,0.0
closes,0.00096,0.0014
closes.,0.00024,0.0
closes?,0.00028,0.0
closest,8e-05,0.0
closest.,0.00024,0.0
closet,0.00032,0.0
closet.,0.00024,0.0
closing,0.00088,0.0
closing.,0.00024,0.0
